sku,category,units_sold,sales_total,total_value,value_pct,cum_value_pct,ABC_class,profit_sum,profit_pct,cum_profit_pct,ABC_profit
FUR-BO-10002916,Furniture,15,2487.759,2487.759,0.10829523194916071,67.13845026588506,A,410.352,0.143280819599389,88.12960086030108,B
FUR-BO-10003034,Furniture,18,1912.308,1912.308,0.08324513685539299,73.24264145453401,B,-68.1096,-0.023781532222546847,125.76989574190088,C
FUR-BO-10003159,Furniture,19,1909.8178,1909.8178,0.08313673536368908,73.3257781898977,B,-78.18639999999999,-0.02730000456565501,125.54026573524217,C
FUR-BO-10003272,Furniture,21,3420.7704,3420.7704,0.14891037432195933,57.91641169881203,A,-755.7516,-0.2638824927417183,114.42579865347787,C
FUR-BO-10003404,Furniture,8,3447.84,3447.84,0.150088747552956,57.76750132449007,A,206.87040000000002,0.07223203606380241,103.29079776879527,C
FUR-BO-10003433,Furniture,14,322.192,322.192,0.014025417000667662,95.04557973284328,C,-81.16760000000001,-0.028340937178118704,125.4296930071739,C
FUR-BO-10003441,Furniture,18,1473.2982000000002,1473.2982000000002,0.06413449626723529,78.24381043307064,B,73.71539999999999,0.025738884979473225,117.73581586096495,C
FUR-BO-10003450,Furniture,14,649.376,649.376,0.028268141947117135,89.65075439816117,B,-97.4064,-0.03401096820833315,125.30626665381948,C
FUR-BO-10003546,Furniture,22,1474.308,1474.308,0.06417845411251782,78.1796759368034,B,-191.86200000000002,-0.06699161843972486,123.24497109112197,C
FUR-BO-10003660,Furniture,4,729.2339999999999,729.2339999999999,0.03174445964227815,88.54273944657896,B,48.6156,0.016974897193911702,121.6918073488471,C
FUR-BO-10003893,Furniture,16,1368.2620000000002,1368.2620000000002,0.05956214032678509,80.03697747875164,B,-103.482,-0.03613235898395517,125.23422686835826,C
FUR-BO-10003894,Furniture,14,802.074,802.074,0.034915275101161776,87.71383002341632,B,106.47,0.03717566592278567,113.57363797613809,C
FUR-BO-10003965,Furniture,12,1646.9180000000001,1646.9180000000001,0.07169238130029792,76.40042448751299,B,-285.9484,-0.09984335671602411,121.37036469049265,C
FUR-BO-10003966,Furniture,10,1427.683,1427.683,0.062148810087662675,79.06293340682498,B,-8.549,-0.0029850170749872703,126.7149042073992,C
FUR-BO-10004015,Furniture,34,3317.7235,3317.7235,0.14442461507552834,58.94435574620003,A,135.58870000000002,0.047342915507699916,109.6323915438258,C
FUR-BO-10004218,Furniture,34,3626.0056,3626.0056,0.15784451689289664,56.23035924822476,A,-208.6504,-0.07285355090688081,122.89354718523573,C
FUR-BO-10004357,Furniture,17,2904.161,2904.161,0.12642172698911208,62.82013245074002,A,-170.83299999999997,-0.059649014150345105,123.81253718882486,C
FUR-BO-10004360,Furniture,4,489.37919999999997,489.37919999999997,0.021303282984844876,92.31620965974437,C,-70.8312,-0.024731821434300895,125.67295695449589,C
FUR-BO-10004409,Furniture,17,858.858,858.858,0.037387152984429864,87.02770584627572,B,-9.93719999999999,-0.003469728819459992,126.70197146117854,C
FUR-BO-10004467,Furniture,31,1897.8102,1897.8102,0.08261402965660382,73.49126873387668,B,-612.9386999999999,-0.2140171348017897,115.38319492237908,C
FUR-BO-10004690,Furniture,9,1072.344,1072.344,0.0466804631032551,84.48951868956425,B,-78.36359999999999,-0.027361876717449114,125.51290385852472,C
FUR-BO-10004695,Furniture,31,4886.46,4886.46,0.21271365880308177,46.19810499119375,A,566.4674,0.19779095349440218,75.73671521179789,B
FUR-BO-10004709,Furniture,32,1426.8878,1426.8878,0.06211419404629935,79.12504760087128,B,-20.293,-0.007085618376736072,126.50027117932119,C
FUR-BO-10004834,Furniture,24,15610.9656,15610.9656,0.6795646767240591,13.476975041684824,A,-669.5448000000001,-0.23378204005953182,114.92753766999083,C
FUR-CH-10000015,Furniture,36,6584.64,6584.64,0.28663753848412227,35.84887288403911,A,814.416,0.2843660856407572,64.55273179958492,A
FUR-CH-10000155,Furniture,14,3528.79,3528.79,0.15361260136125676,57.16251247740314,A,514.366,0.1795989347049833,79.85117762137676,B
FUR-CH-10000225,Furniture,25,1757.266,1757.266,0.07649596647680658,75.06861722029805,B,-166.00900000000001,-0.057964639092474186,123.93059113994246,C
FUR-CH-10000229,Furniture,10,2032.35,2032.35,0.08847071386411495,71.78599029362375,B,-460.666,-0.16084873971997732,118.30811891435229,C
FUR-CH-10000309,Furniture,17,6084.144,6084.144,0.2648503274200172,38.32772490712966,A,697.1415,0.24341785953704972,70.21179770180551,B
FUR-CH-10000422,Furniture,34,2647.809,2647.809,0.11526240677335517,65.34911600651029,A,49.13459999999999,0.017156114162202543,121.5553850153742,C
FUR-CH-10000454,Furniture,51,10637.528,10637.528,0.46306477521564254,21.44644252116729,A,1927.442,0.6729965236925506,37.33506314601454,A
FUR-CH-10000513,Furniture,42,4770.633,4770.633,0.20767156596733058,47.035580169462996,A,-197.5848,-0.06898982357678617,123.10887672893678,C
FUR-CH-10000553,Furniture,23,685.588,685.588,0.029844495178818035,89.15714201119214,B,115.7354,0.04041082526382989,112.41805989772264,C
FUR-CH-10000595,Furniture,27,5697.76,5697.76,0.2480305531165398,41.143130434687826,A,870.16,0.30382997519837684,62.5045335448752,A
FUR-CH-10000665,Furniture,32,3955.676,3955.676,0.17219547791234127,54.103128650129904,A,573.7239999999999,0.20032470889343743,74.74257921027815,B
FUR-CH-10000749,Furniture,13,2207.956,2207.956,0.09611506064435546,69.66454711282866,A,231.6544,0.08088575733956384,101.3745735471102,C
FUR-CH-10000785,Furniture,39,6008.536,6008.536,0.2615590174911968,38.58928392462085,A,785.4532,0.2742532709794586,64.82698507056438,A
FUR-CH-10000847,Furniture,18,4626.582,4626.582,0.20140084743812078,47.44178226355334,A,750.7284000000001,0.2621285638879254,66.96395519814166,A
FUR-CH-10000863,Furniture,25,2913.9139999999998,2913.9139999999998,0.1268462871644346,62.56718160519483,A,-445.391,-0.15551523453569488,118.94122577741854,C
FUR-CH-10000988,Furniture,44,5294.456,5294.456,0.23047423024683084,43.5374242446256,A,833.5952,0.2910628033252344,63.977513108335515,A
FUR-CH-10001146,Furniture,51,2442.024,2442.024,0.10630433072713924,67.56756528888364,A,117.48629999999999,0.0410221793867209,112.17406322630055,C
FUR-CH-10001190,Furniture,10,1087.92,1087.92,0.04735850568408392,84.11470779911058,B,-149.589,-0.05223133924789693,124.15900433925472,C
FUR-CH-10001215,Furniture,32,12975.382,12975.382,0.5648344567616737,17.001584878781355,A,951.8620000000001,0.33235750649567597,59.04549334913702,A
FUR-CH-10001270,Furniture,34,2389.125,2389.125,0.10400157170792612,67.87992051754496,A,336.375,0.11745059288792176,92.90225160885456,C
FUR-CH-10001394,Furniture,21,5861.532999999999,5861.532999999999,0.25515979474404865,40.14022705788031,A,701.98,0.2451072974967323,69.48067009175885,A
FUR-CH-10001482,Furniture,20,2200.464,2200.464,0.09578892460072619,69.85631641241984,A,-130.98,-0.045733715812590094,124.45204754026926,C
FUR-CH-10001545,Furniture,18,1686.904,1686.904,0.07343302142850935,75.9634690530331,B,-36.473600000000005,-0.012735327966575708,126.29204020804217,C
FUR-CH-10001708,Furniture,32,3989.734,3989.734,0.1736780648549368,53.413244658099266,A,425.75960000000003,0.14866062414782436,86.09095005124487,B
FUR-CH-10001714,Furniture,13,1689.968,1689.968,0.0735664011452312,75.89003603160458,B,-114.6764,-0.04004105884876246,124.92671469704716,C
FUR-CH-10001797,Furniture,26,881.192,881.192,0.03835937967935995,86.68707076576393,B,170.8512,0.05965536896503277,106.11555685741257,C
FUR-CH-10001802,Furniture,10,967.84,967.84,0.04213127448827467,85.6446056677458,B,12.097999999999999,0.004224205939080126,126.36672324724786,C
FUR-CH-10001854,Furniture,28,8774.5,8774.5,0.38196485782501866,25.456319959049246,A,1305.6456,0.455886584382033,48.57133020248862,A
FUR-CH-10001891,Furniture,17,1420.504,1420.504,0.0618362993218839,79.24897285482702,B,229.3922,0.08009587482382677,101.77561954723346,C
FUR-CH-10001973,Furniture,21,1775.68,1775.68,0.07729755071431184,74.60715609240103,B,-228.61880000000002,-0.07982583011616562,122.35564026467645,C
FUR-CH-10002017,Furniture,12,245.088,245.088,0.01066898433809541,96.19553629330493,C,14.9184,0.005208992716281448,126.12444115371166,C
FUR-CH-10002024,Furniture,39,21870.576,21870.576,0.9520532739633331,5.814130854128168,A,5.684341886080802e-14,1.9847768850177258e-17,126.78838325363748,C
FUR-CH-10002044,Furniture,7,694.194,694.194,0.030219125022848136,89.03710688289082,B,-158.48579999999998,-0.05533779613323401,124.10366654312149,C
FUR-CH-10002073,Furniture,22,5427.99,5427.99,0.23628713073401597,43.07504778536322,A,1292.1264,0.45116614423228824,49.02249634672091,A
FUR-CH-10002084,Furniture,23,2705.7799999999997,2705.7799999999997,0.11778595623748121,64.88428395004809,A,499.3394,0.1743521622662181,80.90972990030922,B
FUR-CH-10002126,Furniture,15,2586.1879999999996,2586.1879999999996,0.11257996828637179,66.26193657707465,A,-48.796,-0.017037886675760776,126.05157412501097,C
FUR-CH-10002304,Furniture,44,901.506,901.506,0.039243673271229275,86.41559498374696,B,44.166000000000004,0.015421249752472548,122.32322892902485,C
FUR-CH-10002317,Furniture,1,207.184,207.184,0.009018976249771344,96.83279833046478,C,25.898,0.009042691801148712,124.85516353398579,C
FUR-CH-10002320,Furniture,22,6483.796,6483.796,0.28224767420439056,36.70108804459949,A,1540.704,0.5379609015675737,43.622050592015626,A
FUR-CH-10002331,Furniture,24,7582.374,7582.374,0.3300701358352177,30.33774739266756,A,832.9932000000001,0.29085260560864273,64.26836571394416,A
FUR-CH-10002335,Furniture,34,6936.102,6936.102,0.301937114854388,33.49479654119212,A,1233.0848,0.4305508460530195,51.211734196605995,A
FUR-CH-10002372,Furniture,19,1311.876,1311.876,0.05710758787669431,80.85255344007845,B,-42.1096,-0.014703225525895891,126.18215872319571,C
FUR-CH-10002439,Furniture,31,1589.406,1589.406,0.06918881267493664,77.106039494025,B,253.8392,0.08863192727817391,99.69490611500994,C
FUR-CH-10002602,Furniture,37,4619.987999999999,4619.987999999999,0.20111380244723825,47.64289606600058,A,486.15560000000005,0.1697488322728602,82.11508901316203,B
FUR-CH-10002647,Furniture,64,3641.274,3641.274,0.1585091692645663,56.072514731331864,A,234.234,0.08178646503012849,101.21226627266972,C
FUR-CH-10002758,Furniture,7,1268.696,1268.696,0.05522790897067296,81.46887638530629,B,73.194,0.02555683001364116,117.78695885090617,C
FUR-CH-10002774,Furniture,19,764.7,764.7,0.03328833856958138,88.08605650773356,B,76.9798,0.026878701301801977,117.26299212419492,C
FUR-CH-10002780,Furniture,8,600.4680000000001,600.4680000000001,0.026139116103307693,90.2458712743674,C,47.3096,0.016518886865226082,121.8924149168273,C
FUR-CH-10002880,Furniture,54,5436.158,5436.158,0.2366426938953032,42.838760654629205,A,-474.7414,-0.16576338579990196,117.65359457996044,C
FUR-CH-10002961,Furniture,19,1437.484,1437.484,0.06257545976246386,78.81347724915788,B,54.588,0.019060254075260866,120.58291854785712,C
FUR-CH-10002965,Furniture,39,5989.204,5989.204,0.26071747157616193,39.11118447790701,A,267.3034,0.09333316331759883,98.5243245286163,C
FUR-CH-10003061,Furniture,19,1448.839,1448.839,0.06306975698288703,78.56270039722655,B,63.8929,0.02230920545917115,119.07256338622733,C
FUR-CH-10003199,Furniture,20,1842.268,1842.268,0.08019620886609853,73.98072197213344,B,155.372,0.05425056415661741,107.6472276387502,C
FUR-CH-10003298,Furniture,35,3680.538,3680.538,0.1602183798381194,55.754795278665156,A,-491.175,-0.17150143429721285,117.31476724361458,C
FUR-CH-10003312,Furniture,24,5282.424,5282.424,0.22995046237751057,43.997730271092045,A,-989.0496,-0.34534213873076736,111.05563200764225,C
FUR-CH-10003379,Furniture,33,7979.4400000000005,7979.4400000000005,0.3473549108351777,28.659767000697567,A,926.1850000000001,0.3233919803014487,60.026638398523545,A
FUR-CH-10003396,Furniture,29,1770.54,1770.54,0.07707380014513744,74.83861730643287,B,-216.31380000000001,-0.07552934688915446,122.66843496298807,C
FUR-CH-10003535,Furniture,28,1396.442,1396.442,0.06078885064572167,79.5543769716914,B,-20.733200000000004,-0.0072393210924232175,126.46439748224495,C
FUR-CH-10003606,Furniture,6,705.32,705.32,0.030703453589508486,88.82344759497995,B,151.3232,0.052836862304563546,108.12868823209547,C
FUR-CH-10003746,Furniture,21,5906.032,5906.032,0.2570968913544944,39.885067263136264,A,1052.8144,0.3676066160711754,55.90746881708932,A
FUR-CH-10003761,Furniture,8,969.252,969.252,0.04219274059793891,85.60247439325752,B,204.3288,0.07134459666764054,103.57744362674694,C
FUR-CH-10003774,Furniture,59,4166.884,4166.884,0.1813896238684079,52.18781180690646,A,-503.1194,-0.1756720083936543,117.13909523522092,C
FUR-CH-10003817,Furniture,43,2204.862,2204.862,0.09598037499045943,69.76052748781912,A,245.99699999999999,0.08589370047907867,100.0433309673624,C
FUR-CH-10003833,Furniture,39,1890.3799999999999,1890.3799999999999,0.08229058384355334,73.57355931772024,B,-131.107,-0.04577805984914681,124.40626948042012,C
FUR-CH-10003846,Furniture,13,1242.054,1242.054,0.054068149697532146,81.85145176876023,B,139.3524,0.04865707023516857,109.29617320807486,C
FUR-CH-10003956,Furniture,16,922.74,922.74,0.04016801560310647,86.17786052637405,B,-133.4424,-0.04659350128989137,124.31319881983231,C
FUR-CH-10003968,Furniture,22,1341.5220000000002,1341.5220000000002,0.05839811499220865,80.39095340399737,B,-32.6508,-0.011400537549654272,126.31690150009659,C
FUR-CH-10003973,Furniture,31,9070.944,9070.944,0.3948694324803358,23.91041273718959,A,773.2608,0.2699961038037568,65.64213412000018,A
FUR-CH-10003981,Furniture,24,4420.056,4420.056,0.19241051474370285,49.40725401573193,A,41.1168,0.014356573876340695,122.91786412805423,C
FUR-CH-10004063,Furniture,35,8665.194,8665.194,0.3772066321996928,25.83352659124894,A,1558.5910000000001,0.5442064274092275,43.08408969044805,A
FUR-CH-10004086,Furniture,34,8430.997,8430.997,0.3670117465870601,26.200538337836,A,1388.6348,0.4848635616939448,46.684802623420566,A
FUR-CH-10004218,Furniture,35,3150.576,3150.576,0.13714847728154492,60.20216116928464,A,499.851,0.17453079540875685,80.56086475008199,B
FUR-CH-10004287,Furniture,53,11572.78,11572.78,0.503777453682856,18.573683236575096,A,1179.374,0.41179688007907794,52.037230211182745,A
FUR-CH-10004289,Furniture,30,2389.902,2389.902,0.10403539548073712,67.77591894583703,A,-1.7763568394002505e-15,-6.202427765680393e-19,126.78838325363748,C
FUR-CH-10004477,Furniture,44,2185.951,2185.951,0.0951571557271021,70.04688011434308,B,283.7474,0.09907484313758838,96.88564690824776,C
FUR-CH-10004495,Furniture,26,6410.874,6410.874,0.2790732891838975,36.980161333783386,A,854.7832000000001,0.2984609249517206,62.80299446982692,A
FUR-CH-10004540,Furniture,32,815.864,815.864,0.035515570888888376,87.57359892496639,B,15.0832,0.005266535214112528,126.09829168485356,C
FUR-CH-10004626,Furniture,20,1947.1770000000001,1947.1770000000001,0.08476302763293024,72.65508490981647,B,413.649,0.14443201872165276,87.55473329002146,B
FUR-CH-10004675,Furniture,27,5212.112,5212.112,0.2268896938911703,44.22461996498322,A,972.6368,0.3396113528788138,58.04130965234825,A
FUR-CH-10004698,Furniture,30,1830.148,1830.148,0.07966861024773403,74.14026222232825,B,80.97999999999999,0.028275433703645943,116.8241897258528,C
FUR-CH-10004754,Furniture,31,803.464,803.464,0.03497578352356497,87.67891474831517,B,125.0166,0.04365150142202054,110.94700919510285,C
FUR-CH-10004853,Furniture,23,2959.208,2959.208,0.12881799110999576,62.05521397523043,A,493.7046,0.17238468370566856,81.60235358341367,B
FUR-CH-10004860,Furniture,21,1746.9540000000002,1746.9540000000002,0.07604707233880538,75.14466429263686,B,-246.3912,-0.08603134157522559,122.01580771536332,C
FUR-CH-10004875,Furniture,24,1501.8980000000001,1501.8980000000001,0.06537948100036241,77.9202031104167,B,254.8244,0.08897592526884855,99.51746949329385,C
FUR-CH-10004886,Furniture,24,1775.075,1775.075,0.07727121431463274,74.68442730671566,B,117.059,0.040872980907817866,112.25584515217733,C
FUR-CH-10004983,Furniture,31,4185.48,4185.48,0.18219913079143643,51.64240151142347,A,342.88739999999996,0.11972449921604751,92.3092873769224,C
FUR-CH-10004997,Furniture,43,6748.482,6748.482,0.29376978376713175,35.27514882587039,A,281.96999999999997,0.09845423612517962,96.98410114437294,C
FUR-FU-10000010,Furniture,36,175.938,175.938,0.007658799151634638,97.42738917517725,C,52.4832,0.018325330231602748,120.899161117219,C
FUR-FU-10000023,Furniture,45,236.77800000000002,236.77800000000002,0.010307239740850451,96.35255995903388,C,88.35,0.03084878448650431,115.84862853341602,C
FUR-FU-10000073,Furniture,17,124.74,124.74,0.005430086770196915,98.41218420947156,C,37.037,0.012932047889379288,123.50178661093241,C
FUR-FU-10000076,Furniture,27,487.512,487.512,0.021222001455124564,92.3799716940233,C,180.0198,0.06285672907191409,105.380416635806,C
FUR-FU-10000087,Furniture,16,308.99199999999996,308.99199999999996,0.013450804644033067,95.18356670885312,C,94.51520000000001,0.033001460503665564,114.82972439723513,C
FUR-FU-10000175,Furniture,16,159.268,159.268,0.006933133395187768,97.75684660882162,C,7.6888000000000005,0.0026846647895849957,126.62305723272102,C
FUR-FU-10000193,Furniture,20,467.712,467.712,0.020360082920172676,92.73314612209401,C,-129.92,-0.04536360023188048,124.49778125608185,C
FUR-FU-10000206,Furniture,20,45.396,45.396,0.001976144131953336,99.77915405275736,C,14.55,0.005080360093702748,126.1602494520631,C
FUR-FU-10000221,Furniture,38,176.784,176.784,0.007695626579946219,97.36597478062511,C,49.3776,0.01724096141325201,121.50383559662546,C
FUR-FU-10000222,Furniture,19,441.72799999999995,441.72799999999995,0.019228967202385303,93.34783943185343,C,28.257600000000004,0.009866583050434006,124.58082911691108,C
FUR-FU-10000246,Furniture,22,244.39999999999998,244.39999999999998,0.010639034845567788,96.22747133271216,C,56.211999999999996,0.01962729907815937,120.19611871543415,C
FUR-FU-10000260,Furniture,19,124.586,124.586,0.005423382959369511,98.42845557722436,C,26.211599999999997,0.009152190146536008,124.83700426693362,C
FUR-FU-10000277,Furniture,18,1685.44,1685.44,0.07336929169440988,76.0368383447275,B,244.3888,0.0853321722933266,100.21411863725386,C
FUR-FU-10000293,Furniture,14,1431.944,1431.944,0.062334296697633886,79.00078459673732,B,46.3276,0.01617600620460642,122.03949657902463,C
FUR-FU-10000305,Furniture,7,468.46799999999996,468.46799999999996,0.020392992536961745,92.69241690175592,C,51.105599999999995,0.01784431964293712,121.15314294834361,C
FUR-FU-10000308,Furniture,26,1579.3719999999998,1579.3719999999998,0.06875202022141608,77.31291117347314,B,318.3616,0.11116093250909667,94.15541855126762,C
FUR-FU-10000320,Furniture,30,82.832,82.832,0.0036057796003603555,99.22555087334965,C,26.720000000000002,0.009329705959019755,124.7725004536944,C
FUR-FU-10000397,Furniture,17,338.98,338.98,0.014756219443332934,94.80058496128181,C,94.9144,0.033140847428023375,114.66449935502231,C
FUR-FU-10000409,Furniture,7,98.868,98.868,0.00430384655119311,98.86839250980418,C,42.2436,0.014750013721947862,122.72899163322548,C
FUR-FU-10000448,Furniture,11,175.78,175.78,0.007651921215850679,97.4350410963931,C,8.789,0.003068816829110202,126.562017561651,C
FUR-FU-10000521,Furniture,13,357.948,357.948,0.015581919987321188,94.40795825824196,C,94.7682,0.033089799411136815,114.69758915443346,C
FUR-FU-10000550,Furniture,19,72.708,72.708,0.003165069335317278,99.39495460583353,C,9.3126,0.0032516399593550656,126.5242191238888,C
FUR-FU-10000576,Furniture,23,3861.056,3861.056,0.16807655206501057,54.44300802833022,A,289.5791999999999,0.10111110732964716,96.1868800048348,C
FUR-FU-10000629,Furniture,34,455.07,455.07,0.019809760994977634,93.07515892279328,C,183.1312,0.06394312305098945,105.0632873602958,C
FUR-FU-10000672,Furniture,22,258.72,258.72,0.011262402190038046,95.97656092693911,C,87.9648,0.030714285881137005,115.971772726015,C
FUR-FU-10000719,Furniture,17,145.69,145.69,0.006342066230158637,98.0535982389385,C,52.4484,0.018313179267254925,120.91747429648625,C
FUR-FU-10000723,Furniture,33,1115.6399999999999,1115.6399999999999,0.048565191633016556,83.44348482220528,B,-125.1996,-0.04371539873453928,124.67543973764698,C
FUR-FU-10000732,Furniture,22,133.136,133.136,0.005795575054007828,98.29511569158633,C,39.187200000000004,0.013682823853192324,123.22418679677209,C
FUR-FU-10000747,Furniture,23,1002.3639999999999,1002.3639999999999,0.04363414698830896,85.43178857871852,B,124.6058,0.04350806417621346,110.99051725927906,C
FUR-FU-10000755,Furniture,15,93.6,93.6,0.00407452398340894,98.97284624049301,C,23.4,0.008170476026985861,125.17151053879125,C
FUR-FU-10000758,Furniture,23,513.712,513.712,0.022362519920565958,91.85930171663011,C,123.9264,0.043270841038917124,111.12041295365178,C
FUR-FU-10000771,Furniture,22,138.16,138.16,0.006014275999442085,98.18268029054514,C,58.0272,0.020261104551842476,119.93732000460942,C
FUR-FU-10000794,Furniture,17,155.38,155.38,0.006763883937415397,97.82513841678283,C,52.8292,0.018446141543796642,120.8256319307945,C
FUR-FU-10000820,Furniture,10,146.11399999999998,146.11399999999998,0.006360523475553566,98.03456063506337,C,6.795999999999999,0.0023729297042476886,126.65880491591697,C
FUR-FU-10000965,Furniture,24,1184.232,1184.232,0.05155108638803778,82.69875399367137,B,448.76160000000004,0.15669213224922304,84.7233615278898,B
FUR-FU-10001025,Furniture,17,53.46,53.46,0.0023271800443701064,99.67257303747424,C,6.3666,0.0022229979774960767,126.6703208177948,C
FUR-FU-10001037,Furniture,23,168.744,168.744,0.007345635417268785,97.61449802030621,C,48.822,0.017046964982457426,121.64082881592334,C
FUR-FU-10001057,Furniture,17,299.85,299.85,0.013052842055824476,95.28928110422746,C,38.180899999999994,0.01333145846746771,123.31847995610629,C
FUR-FU-10001085,Furniture,14,216.34,216.34,0.009417548275327887,96.64873863098126,C,75.34599999999999,0.026308234475610114,117.4758892403663,C
FUR-FU-10001095,Furniture,24,455.456,455.456,0.01982656405328528,93.0553491617983,C,61.4336,0.021450502395360626,119.29152236711258,C
FUR-FU-10001185,Furniture,28,822.738,822.738,0.03581480462672975,87.5380833540775,B,311.7744,0.10886090859093595,94.92289287308596,C
FUR-FU-10001196,Furniture,26,125.786,125.786,0.005475620446336292,98.3849751825727,C,20.772,0.007252868719339757,125.5518539493247,C
FUR-FU-10001215,Furniture,17,681.454,681.454,0.029664537036217475,89.24636999449231,B,256.1922,0.08945351403422083,99.25034618472768,C
FUR-FU-10001290,Furniture,21,867.2599999999999,867.2599999999999,0.037752902455675606,86.91525473045719,B,266.072,0.09290320074581976,98.61722772936213,C
FUR-FU-10001379,Furniture,4,58.784,58.784,0.002558940361546059,99.5971815020656,C,-1.0687999999999995,-0.00037318823836079,126.78689455100549,C
FUR-FU-10001424,Furniture,14,96.03,96.03,0.004180304894516673,98.91494333687729,C,15.364799999999999,0.005364860258950101,126.04522381456015,C
FUR-FU-10001468,Furniture,25,3317.0119999999997,3317.0119999999997,0.14439364259888093,59.08874938879891,A,-530.038,-0.18507105864921078,116.4106672691699,C
FUR-FU-10001473,Furniture,57,839.6759999999999,839.6759999999999,0.03655213675526587,87.28589737416961,B,176.3247,0.06156652710749889,105.81576463370035,C
FUR-FU-10001475,Furniture,21,334.096,334.096,0.014543612871378134,94.90289643263019,C,29.453199999999995,0.010284045492223075,124.45935386624858,C
FUR-FU-10001487,Furniture,23,160.54000000000002,160.54000000000002,0.006988505131372558,97.71511007560984,C,46.5566,0.016255965136665385,122.00712040435297,C
FUR-FU-10001488,Furniture,25,2267.972,2267.972,0.09872763149252074,68.88623713528212,A,148.372,0.051806404661365234,108.49463030571724,C
FUR-FU-10001546,Furniture,15,108.936,108.936,0.004742119066844406,98.69219315910954,C,-11.214,-0.0039155435113939945,126.67995279645021,C
FUR-FU-10001588,Furniture,18,437.70000000000005,437.70000000000005,0.019053623371133477,93.38604680044571,C,138.3132,0.048294217299816276,109.48969742725497,C
