sku,category,units_sold,sales_total,unit_price,total_value,value_pct,cum_value_pct,ABC_class
OFF-ST-10000078,Office Supplies,43,10925.003999999999,254.06986046511625,10925.003999999999,0.4755789617183611,20.51226700474347,A
TEC-AC-10003033,Technology,35,10822.36,309.2102857142857,10822.36,0.4711107412081793,20.98337774595165,A
FUR-CH-10000454,Furniture,51,10637.528,208.57898039215686,10637.528,0.46306477521564254,21.44644252116729,A
FUR-TA-10000198,Furniture,27,9917.640000000001,367.32000000000005,9917.640000000001,0.43172715853435734,21.87816967970165,A
OFF-ST-10003716,Office Supplies,47,9630.856,204.91182978723404,9630.856,0.41924309564912277,22.29741277535077,A
FUR-TA-10001889,Furniture,33,9544.725,289.2340909090909,9544.725,0.41549370649084294,22.712906481841614,A
TEC-MA-10000488,Technology,14,9279.884,662.8488571428571,9279.884,0.4039648495860352,23.11687133142765,A
OFF-ST-10004459,Office Supplies,28,9158.296,327.082,9158.296,0.39867197328160436,23.515543304709254,A
FUR-CH-10003973,Furniture,31,9070.944,292.6110967741935,9070.944,0.3948694324803358,23.91041273718959,A
TEC-CO-10001046,Technology,16,8959.872,559.992,8959.872,0.39003433068669047,24.300447067876277,A
TEC-CO-10002095,Technology,21,8899.822,423.8010476190476,8899.822,0.3874202797763945,24.68786734765267,A
TEC-PH-10001817,Technology,32,8878.4,277.45,8878.4,0.3864877535715591,25.074355101224228,A
FUR-CH-10001854,Furniture,28,8774.5,313.375,8774.5,0.38196485782501866,25.456319959049246,A
FUR-CH-10004063,Furniture,35,8665.194,247.57697142857143,8665.194,0.3772066321996928,25.83352659124894,A
FUR-CH-10004086,Furniture,34,8430.997,247.9705,8430.997,0.3670117465870601,26.200538337836,A
FUR-TA-10001095,Furniture,61,8209.059,134.57473770491802,8209.059,0.3573505104350322,26.557888848271034,A
OFF-ST-10001490,Office Supplies,49,8138.232,166.08636734693877,8138.232,0.35426732336053535,26.91215617163157,A
TEC-PH-10001530,Technology,34,8111.136,238.5628235294118,8111.136,0.35308780090482544,27.265243972536393,A
OFF-BI-10003925,Office Supplies,27,8070.192,298.896,8070.192,0.35130545784951883,27.616549430385913,A
TEC-MA-10004125,Technology,4,7999.98,1999.995,7999.98,0.34824904248709243,27.964798472873007,A
OFF-BI-10004600,Office Supplies,28,7985.383,285.19225,7985.383,0.3476136169893807,28.312412089862388,A
FUR-CH-10003379,Furniture,33,7979.4400000000005,241.80121212121213,7979.4400000000005,0.3473549108351777,28.659767000697567,A
TEC-MA-10000984,Technology,7,7834.4,1119.2,7834.4,0.34104113991045937,29.000808140608026,A
OFF-ST-10003208,Office Supplies,45,7730.196,171.78213333333332,7730.196,0.33650501066722066,29.337313151275247,A
TEC-MA-10003979,Technology,11,7699.89,699.99,7699.89,0.33518575293387465,29.67249890420912,A
TEC-PH-10004165,Technology,34,7699.72,226.46235294117648,7699.72,0.33517835262322104,30.00767725683234,A
FUR-CH-10002331,Furniture,24,7582.374,315.93225,7582.374,0.3300701358352177,30.33774739266756,A
FUR-BO-10002545,Furniture,35,7539.7122,215.42034857142858,7539.7122,0.32821301481731824,30.665960407484878,A
OFF-ST-10001780,Office Supplies,13,7515.523999999999,578.1172307692307,7515.523999999999,0.3271600724987766,30.993120479983656,A
TEC-PH-10002200,Technology,30,7437.886,247.92953333333335,7437.886,0.32378039415450416,31.31690087413816,A
FUR-TA-10003954,Furniture,30,7404.5,246.81666666666666,7404.5,0.32232706020461005,31.63922793434277,A
TEC-AC-10004145,Technology,31,7399.704,238.70012903225805,7399.704,0.3221182843816994,31.96134621872447,A
FUR-TA-10000577,Furniture,29,7242.768,249.75062068965516,7242.768,0.3152866658361838,32.276632884560655,A
TEC-PH-10000560,Technology,28,7139.796,254.9927142857143,7139.796,0.3108041670795643,32.58743705164022,A
TEC-MA-10000045,Technology,6,6965.700000000001,1160.95,6965.700000000001,0.3032255524704237,32.890662604110645,A
FUR-TA-10002958,Furniture,36,6942.068,192.83522222222223,6942.068,0.3021968222270912,33.19285942633773,A
FUR-CH-10002335,Furniture,34,6936.102,204.003,6936.102,0.301937114854388,33.49479654119212,A
TEC-PH-10001795,Technology,16,6935.862,433.491375,6935.862,0.30192666735699464,33.79672320854912,A
OFF-AP-10002651,Office Supplies,31,6832.908,220.4163870967742,6832.908,0.29744495216267963,34.094168160711796,A
OFF-ST-10003470,Office Supplies,25,6819.312,272.77248,6819.312,0.29685310143534605,34.39102126214714,A
OFF-BI-10003650,Office Supplies,23,6785.142,295.0061739130435,6785.142,0.29536563899396695,34.686386901141105,A
FUR-TA-10003569,Furniture,21,6776.562000000001,322.6934285714286,6776.562000000001,0.2949921409621545,34.981379042103256,A
FUR-CH-10004997,Furniture,43,6748.482,156.94144186046512,6748.482,0.29376978376713175,35.27514882587039,A
OFF-ST-10001496,Office Supplies,40,6594.954,164.87385,6594.954,0.28708651968460175,35.56223534555499,A
FUR-CH-10000015,Furniture,36,6584.64,182.90666666666667,6584.64,0.28663753848412227,35.84887288403911,A
OFF-ST-10002615,Office Supplies,43,6574.544,152.89637209302325,6574.544,0.28619804709377505,36.13507093113289,A
FUR-TA-10001950,Furniture,19,6518.754,343.0923157894737,6518.754,0.28376943926221115,36.418840370395095,A
FUR-CH-10002320,Furniture,22,6483.796,294.718,6483.796,0.28224767420439056,36.70108804459949,A
FUR-CH-10004495,Furniture,26,6410.874,246.5720769230769,6410.874,0.2790732891838975,36.980161333783386,A
TEC-CO-10004115,Technology,17,6399.872,376.4630588235294,6399.872,0.2785943584908904,37.25875569227428,A
TEC-PH-10000895,Technology,40,6227.654,155.69135,6227.654,0.2710974955488528,37.52985318782313,A
TEC-PH-10002584,Technology,13,6134.701999999999,471.9001538461538,6134.701999999999,0.26705117980840587,37.796904367631534,A
TEC-PH-10002624,Technology,15,6109.87,407.32466666666664,6109.87,0.26597021207810667,38.06287457970964,A
FUR-CH-10000309,Furniture,17,6084.144,357.89082352941176,6084.144,0.2648503274200172,38.32772490712966,A
FUR-CH-10000785,Furniture,39,6008.536,154.06502564102564,6008.536,0.2615590174911968,38.58928392462085,A
TEC-CO-10002313,Technology,11,5999.9,545.4454545454545,5999.9,0.26118308170999255,38.850467006330845,A
FUR-CH-10002965,Furniture,39,5989.204,153.56933333333333,5989.204,0.26071747157616193,39.11118447790701,A
FUR-TA-10004575,Furniture,26,5965.09,229.42653846153846,5965.09,0.25966775927556446,39.370852237182575,A
OFF-AP-10000275,Office Supplies,18,5906.52,328.14000000000004,5906.52,0.2571181345991942,39.62797037178177,A
FUR-CH-10003746,Furniture,21,5906.032,281.23961904761904,5906.032,0.2570968913544944,39.885067263136264,A
FUR-CH-10001394,Furniture,21,5861.532999999999,279.120619047619,5861.532999999999,0.25515979474404865,40.14022705788031,A
FUR-TA-10004915,Furniture,23,5801.816,252.2528695652174,5801.816,0.2525602397363859,40.39278729761669,A
TEC-MA-10004002,Technology,14,5787.355,413.3825,5787.355,0.25193073448719705,40.64471803210389,A
OFF-ST-10001526,Office Supplies,49,5751.774,117.38314285714286,5751.774,0.2503818494673929,40.895099881571284,A
FUR-CH-10000595,Furniture,27,5697.76,211.02814814814815,5697.76,0.2480305531165398,41.143130434687826,A
TEC-CO-10001766,Technology,15,5669.874,377.9916,5669.874,0.24681664098191006,41.38994707566974,A
FUR-TA-10004256,Furniture,17,5634.9,331.4647058823529,5634.9,0.24529417942426324,41.635241255094,A
TEC-AC-10003870,Technology,17,5609.83,329.99,5609.83,0.2442028512590489,41.87944410635305,A
OFF-ST-10000142,Office Supplies,14,5572.792,398.05657142857143,5572.792,0.24259054122381918,42.12203464757687,A
OFF-BI-10004632,Office Supplies,45,5535.593,123.01317777777777,5535.593,0.2409712226590881,42.36300587023596,A
FUR-BO-10001811,Furniture,26,5492.885,211.2648076923077,5492.885,0.23911209049794035,42.6021179607339,A
FUR-CH-10002880,Furniture,54,5436.158,100.6695925925926,5436.158,0.2366426938953032,42.838760654629205,A
FUR-CH-10002073,Furniture,22,5427.99,246.72681818181817,5427.99,0.23628713073401597,43.07504778536322,A
TEC-PH-10004586,Technology,17,5327.26,313.36823529411765,5327.26,0.23190222901554608,43.306950014378764,A
FUR-CH-10000988,Furniture,44,5294.456,120.32854545454546,5294.456,0.23047423024683084,43.5374242446256,A
TEC-PH-10004977,Technology,32,5291.7300000000005,165.36656250000001,5291.7300000000005,0.23035556408893798,43.767779808714536,A
FUR-CH-10003312,Furniture,24,5282.424,220.101,5282.424,0.22995046237751057,43.997730271092045,A
FUR-CH-10004675,Furniture,27,5212.112,193.04118518518518,5212.112,0.2268896938911703,44.22461996498322,A
TEC-MA-10001148,Technology,22,5204.241,236.55640909090909,5204.241,0.22654705950790735,44.45116702449113,A
FUR-BO-10002613,Furniture,27,5184.081,192.00300000000001,5184.081,0.22566946972686544,44.676836494217994,A
TEC-AC-10001838,Technology,26,5119.744000000001,196.91323076923078,5119.744000000001,0.22286880039438062,44.899705294612374,A
FUR-TA-10001932,Furniture,22,5098.176,231.73527272727276,5098.176,0.22192991862863098,45.12163521324101,A
OFF-AP-10003849,Office Supplies,16,5009.48,313.0925,5009.48,0.2180688718419596,45.339704085082964,A
TEC-PH-10000984,Technology,27,4978.146000000001,184.3757777777778,4978.146000000001,0.2167048639947787,45.55640894907774,A
FUR-TA-10001539,Furniture,30,4952.673,165.0891,4952.673,0.21559599274019128,45.77200494181793,A
TEC-PH-10001363,Technology,11,4901.914000000001,445.62854545454553,4901.914000000001,0.21338639057273562,45.98539133239067,A
FUR-BO-10004695,Furniture,31,4886.46,157.62774193548387,4886.46,0.21271365880308177,46.19810499119375,A
TEC-CO-10004202,Technology,19,4859.838,255.78094736842104,4859.838,0.21155477015472368,46.40965976134848,A
OFF-ST-10001932,Office Supplies,26,4829.25,185.7403846153846,4829.25,0.21022323661194042,46.61988299796042,A
OFF-ST-10002011,Office Supplies,12,4778.766,398.23049999999995,4778.766,0.20802560553524796,46.827908603495665,A
FUR-CH-10000513,Furniture,42,4770.633,113.5865,4770.633,0.20767156596733058,47.035580169462996,A
OFF-ST-10002743,Office Supplies,46,4704.696,102.276,4704.696,0.20480124665222338,47.24038141611522,A
FUR-CH-10000847,Furniture,18,4626.582,257.0323333333333,4626.582,0.20140084743812078,47.44178226355334,A
FUR-CH-10002602,Furniture,37,4619.987999999999,124.86454054054052,4619.987999999999,0.20111380244723825,47.64289606600058,A
TEC-PH-10001494,Technology,17,4619.2300000000005,271.7194117647059,4619.2300000000005,0.20108080576797097,47.843976871768554,A
OFF-ST-10003306,Office Supplies,33,4600.092,139.39672727272728,4600.092,0.20024770491332902,48.044224576681884,A
FUR-TA-10002903,Furniture,24,4544.925,189.37187500000002,4544.925,0.1978462170437487,48.24207079372563,A
OFF-ST-10001809,Office Supplies,55,4509.466,81.99029090909092,4509.466,0.19630264283511945,48.43837343656075,A
OFF-ST-10000689,Office Supplies,33,4479.03,135.7281818181818,4479.03,0.1949777260406853,48.633351162601436,A
OFF-AP-10001058,Office Supplies,17,4476.96,263.35058823529414,4476.96,0.19488761637566762,48.8282387789771,A
FUR-TA-10004154,Furniture,25,4446.175,177.847,4446.175,0.193547507178774,49.02178628615587,A
TEC-PH-10003012,Technology,32,4434.912,138.591,4434.912,0.1930572148323516,49.21484350098822,A
FUR-CH-10003981,Furniture,24,4420.056,184.16899999999998,4420.056,0.19241051474370285,49.40725401573193,A
TEC-CO-10001571,Technology,10,4399.92,439.992,4399.92,0.19153396971240028,49.59878798544433,A
OFF-ST-10002756,Office Supplies,33,4384.044,132.84981818181816,4384.044,0.19084286775982973,49.78963085320416,A
FUR-TA-10000617,Furniture,22,4334.8275,197.03761363636366,4334.8275,0.18870041252874592,49.978331265732905,A
FUR-TA-10003748,Furniture,40,4332.252,108.30630000000001,4332.252,0.1885882978223435,50.16691956355525,A
OFF-BI-10003091,Office Supplies,23,4322.814,187.9484347826087,4322.814,0.18817744998734975,50.3550970135426,A
FUR-TA-10003238,Furniture,11,4297.644,390.6949090909091,4297.644,0.18708176869822152,50.54217878224082,A
TEC-MA-10000864,Technology,16,4268.0,266.75,4268.0,0.18579132864518544,50.727970110886005,A
TEC-PH-10004094,Technology,32,4211.73,131.6165625,4211.73,0.18334182581883476,50.91131193670484,A
OFF-BI-10004390,Office Supplies,15,4209.799999999999,280.6533333333333,4209.799999999999,0.1832578105272965,51.094569747232136,A
TEC-CO-10000971,Technology,16,4199.86,262.49125,4199.86,0.18282511001025503,51.27739485724239,A
OFF-ST-10002574,Office Supplies,35,4199.456,119.98445714285715,4199.456,0.1828075233896429,51.46020238063203,A
FUR-CH-10004983,Furniture,31,4185.48,135.01548387096773,4185.48,0.18219913079143643,51.64240151142347,A
OFF-BI-10003656,Office Supplies,38,4181.754,110.04615789473684,4181.754,0.18203693339440458,51.82443844481788,A
TEC-PH-10002496,Technology,30,4180.532,139.35106666666667,4180.532,0.18198373822017674,52.006422183038055,A
FUR-CH-10003774,Furniture,59,4166.884,70.62515254237289,4166.884,0.1813896238684079,52.18781180690646,A
TEC-CO-10001943,Technology,25,4119.794,164.79175999999998,4119.794,0.1793397378173531,52.36715154472381,A
TEC-PH-10004539,Technology,24,4044.3860000000004,168.51608333333334,4044.3860000000004,0.1760571341363606,52.54320867886017,A
OFF-ST-10000046,Office Supplies,27,4006.44,148.38666666666666,4006.44,0.17440529773599267,52.71761397659616,A
TEC-PH-10000730,Technology,8,3999.92,499.99,3999.92,0.1741214740568065,52.891735450652966,A
TEC-AC-10002842,Technology,35,3998.4,114.24000000000001,3998.4,0.17405530657331525,53.06579075722628,A
TEC-MA-10002927,Technology,2,3991.98,1995.99,3991.98,0.17377583601804297,53.23956659324433,A
FUR-CH-10001708,Furniture,32,3989.734,124.6791875,3989.734,0.1736780648549368,53.413244658099266,A
TEC-PH-10001578,Technology,12,3968.5099999999998,330.70916666666665,3968.5099999999998,0.17275415783545098,53.585998815934715,A
FUR-TA-10001768,Furniture,22,3963.901,180.17731818181818,3963.901,0.17255352235425941,53.75855233828897,A
TEC-CO-10003236,Technology,7,3959.9339999999997,565.7048571428571,3959.9339999999997,0.17238083392859505,53.930933172217564,A
FUR-CH-10000665,Furniture,32,3955.676,123.614875,3955.676,0.17219547791234127,54.103128650129904,A
OFF-ST-10003816,Office Supplies,26,3946.656,151.79446153846155,3946.656,0.17180282613530762,54.27493147626521,A
FUR-FU-10000576,Furniture,23,3861.056,167.872,3861.056,0.16807655206501057,54.44300802833022,A
OFF-AP-10003057,Office Supplies,14,3855.1800000000003,275.37,3855.1800000000003,0.1678207625038299,54.61082879083405,A
TEC-PH-10002549,Technology,22,3839.62,174.52818181818182,3839.62,0.1671434164228273,54.77797220725687,A
TEC-PH-10002834,Technology,23,3815.788,165.9038260869565,3815.788,0.16610597993166704,54.94407818718854,A
FUR-TA-10004619,Furniture,29,3775.647,130.19472413793102,3775.647,0.16435859246138906,55.10843677964993,A
TEC-AC-10002637,Technology,22,3743.7920000000004,170.17236363636366,3743.7920000000004,0.16297190483861673,55.27140868448854,A
FUR-TA-10001307,Furniture,14,3739.115,267.07964285714286,3739.115,0.16276830923316365,55.43417699372171,A
TEC-PH-10003645,Technology,26,3684.708,141.71953846153846,3684.708,0.16039990510532895,55.594576898827036,A
FUR-CH-10003298,Furniture,35,3680.538,105.15822857142857,3680.538,0.1602183798381194,55.754795278665156,A
TEC-PH-10002415,Technology,15,3657.38,243.82533333333333,3657.38,0.1592102834021388,55.914005562067295,A
FUR-CH-10002647,Furniture,64,3641.274,56.89490625,3641.274,0.1585091692645663,56.072514731331864,A
FUR-BO-10004218,Furniture,34,3626.0056,106.64722352941176,3626.0056,0.15784451689289664,56.23035924822476,A
TEC-PH-10004447,Technology,31,3613.74,116.57225806451612,3613.74,0.1573105801261135,56.38766982835087,A
FUR-TA-10001771,Furniture,19,3603.288,189.64673684210527,3603.288,0.15685559161463283,56.5445254199655,A
TEC-PH-10001557,Technology,43,3590.026,83.48897674418605,3590.026,0.15627828032117164,56.70080370028668,A
FUR-TA-10003392,Furniture,14,3540.348,252.882,3540.348,0.15411573542322515,56.8549194357099,A
OFF-ST-10003805,Office Supplies,19,3537.24,186.17052631578946,3537.24,0.1539804403319812,57.00889987604188,A
FUR-CH-10000155,Furniture,14,3528.79,252.05642857142857,3528.79,0.15361260136125676,57.16251247740314,A
OFF-AP-10000828,Office Supplies,24,3511.012,146.29216666666667,3511.012,0.15283870299184393,57.315351180394984,A
FUR-TA-10002645,Furniture,20,3481.515,174.07575,3481.515,0.1515546620309613,57.466905842425945,A
FUR-TA-10002530,Furniture,30,3457.442,115.24806666666667,3457.442,0.15050673451116853,57.61741257693711,A
FUR-BO-10003404,Furniture,8,3447.84,430.98,3447.84,0.150088747552956,57.76750132449007,A
FUR-BO-10003272,Furniture,21,3420.7704,162.89382857142857,3420.7704,0.14891037432195933,57.91641169881203,A
TEC-PH-10003505,Technology,46,3415.04,74.24,3415.04,0.1486609229091973,58.06507262172122,A
TEC-MA-10003673,Technology,5,3404.5,680.9,3404.5,0.1482021036486724,58.21327472536989,A
FUR-TA-10001705,Furniture,19,3401.6000000000004,179.03157894736844,3401.6000000000004,0.14807586305516937,58.36135058842506,A
OFF-ST-10000025,Office Supplies,37,3397.308,91.81913513513514,3397.308,0.14788902697678483,58.509239615401846,A
FUR-TA-10000688,Furniture,18,3354.89,186.38277777777776,3354.89,0.14604251887498737,58.65528213427683,A
OFF-LA-10003930,Office Supplies,36,3322.878,92.30216666666666,3322.878,0.14464899684767024,58.7999311311245,A
FUR-BO-10004015,Furniture,34,3317.7235,97.58010294117648,3317.7235,0.14442461507552834,58.94435574620003,A
FUR-FU-10001468,Furniture,25,3317.0119999999997,132.68048,3317.0119999999997,0.14439364259888093,59.08874938879891,A
FUR-TA-10004534,Furniture,20,3253.2200000000003,162.661,3253.2200000000003,0.14161669779172686,59.230366086590635,A
OFF-BI-10004318,Office Supplies,23,3234.913,140.64839130434783,3234.913,0.14081977139680946,59.37118585798744,A
OFF-BI-10004584,Office Supplies,22,3222.996,146.4998181818182,3222.996,0.1403010096199902,59.51148686760743,A
TEC-MA-10001972,Technology,12,3210.8,267.56666666666666,3210.8,0.13977010262745113,59.65125697023488,A
OFF-ST-10001097,Office Supplies,20,3178.13,158.9065,3178.13,0.13834793704478052,59.78960490727966,A
TEC-PH-10002310,Technology,22,3168.606,144.02754545454547,3168.606,0.1379333455232208,59.92753825280288,A
TEC-PH-10002103,Technology,37,3158.064,85.35308108108107,3158.064,0.13747443920021765,60.0650126920031,A
FUR-CH-10004218,Furniture,35,3150.576,90.01645714285715,3150.576,0.13714847728154492,60.20216116928464,A
FUR-TA-10003715,Furniture,18,3140.55,174.47500000000002,3140.55,0.1367120330779375,60.33887320236258,A
OFF-ST-10000585,Office Supplies,20,3138.8,156.94,3138.8,0.13663585340944426,60.47550905577202,A
TEC-PH-10003691,Technology,27,3099.354,114.79088888888889,3099.354,0.13491872015036788,60.61042777592239,A
TEC-PH-10003072,Technology,25,3059.7960000000003,122.39184000000002,3059.7960000000003,0.13319671139250794,60.7436244873149,A
OFF-AP-10003590,Office Supplies,9,3051.3,339.03333333333336,3051.3,0.13282686998478313,60.87645135729968,A
TEC-PH-10001336,Technology,27,3044.164,112.74681481481483,3044.164,0.13251623106228733,61.00896758836197,A
TEC-MA-10000010,Technology,8,3040.0,380.0,3040.0,0.1323349669825126,61.14130255534448,A
OFF-AP-10002684,Office Supplies,31,3039.5,98.04838709677419,3039.5,0.1323132013629431,61.27361575670742,A
OFF-ST-10000991,Office Supplies,27,3035.208,112.41511111111112,3035.208,0.13212636528455857,61.40574212199198,A
OFF-ST-10000736,Office Supplies,39,3028.652,77.65774358974359,3028.652,0.1318409744807634,61.537583096472744,A
OFF-SU-10000157,Office Supplies,26,2982.75,114.72115384615384,2982.75,0.12984280354180572,61.66742590001455,A
FUR-TA-10001086,Furniture,26,2979.004,114.57707692307692,2979.004,0.1296797355199911,61.79710563553454,A
FUR-BO-10001337,Furniture,28,2970.059,106.07353571428573,2970.059,0.1292903485858929,61.92639598412043,A
FUR-CH-10004853,Furniture,23,2959.208,128.66121739130435,2959.208,0.12881799110999576,62.05521397523043,A
OFF-BI-10004519,Office Supplies,27,2954.444,109.42385185185185,2954.444,0.12861060828673762,62.183824583517165,A
FUR-BO-10000780,Furniture,22,2946.3668,133.92576363636363,2946.3668,0.12825899776196423,62.312083581279126,A
OFF-AP-10002534,Office Supplies,18,2946.2,163.67777777777778,2946.2,0.12825173675127585,62.4403353180304,A
FUR-CH-10000863,Furniture,25,2913.9139999999998,116.55655999999999,2913.9139999999998,0.1268462871644346,62.56718160519483,A
TEC-PH-10002922,Technology,21,2906.628,138.41085714285714,2906.628,0.12652911855606797,62.693710723750904,A
FUR-BO-10004357,Furniture,17,2904.161,170.833,2904.161,0.12642172698911208,62.82013245074002,A
OFF-AP-10002518,Office Supplies,21,2883.276,137.29885714285714,2883.276,0.12551257705969437,62.94564502779971,A
TEC-AC-10002001,Technology,21,2879.82,137.1342857142857,2879.82,0.12536213309723007,63.07100716089694,A
TEC-PH-10001760,Technology,18,2865.6,159.2,2865.6,0.1247431188766737,63.19575027977361,A
FUR-FU-10003664,Furniture,33,2863.8,86.78181818181818,2863.8,0.12466476264622355,63.32041504241984,A
FUR-TA-10003008,Furniture,20,2847.7799999999997,142.38899999999998,2847.7799999999997,0.12396739219521699,63.44438243461506,A
OFF-SU-10000646,Office Supplies,14,2836.366,202.59757142857143,2836.366,0.12347052663168465,63.56785296124674,A
TEC-AC-10001908,Technology,32,2799.72,87.49125,2799.72,0.12187528084219741,63.68972824208894,A
OFF-PA-10000994,Office Supplies,28,2789.0099999999998,99.60749999999999,2789.0099999999998,0.12140906127101889,63.811137303359956,A
FUR-TA-10001039,Furniture,47,2764.257,58.813978723404254,2764.257,0.12033153250861162,63.93146883586857,A
FUR-FU-10004306,Furniture,17,2759.06,162.29764705882351,2759.06,0.12010530065880631,64.05157413652738,A
TEC-AC-10004666,Technology,10,2755.4,275.54,2755.4,0.11994597632355762,64.17152011285094,A
TEC-PH-10000441,Technology,25,2746.582,109.86327999999999,2746.582,0.11956211785683006,64.29108223070777,A
TEC-PH-10002555,Technology,13,2744.87,211.14384615384614,2744.87,0.11948759237542413,64.4105698230832,A
FUR-BO-10001972,Furniture,37,2740.197,74.05937837837838,2740.197,0.11928417089492765,64.52985399397812,A
OFF-ST-10001128,Office Supplies,26,2730.108,105.00415384615386,2730.108,0.11884498422325444,64.64869897820138,A
OFF-AP-10002118,Office Supplies,14,2706.08,193.29142857142855,2706.08,0.11779901560922293,64.7664979938106,A
FUR-CH-10002084,Furniture,23,2705.7799999999997,117.64260869565216,2705.7799999999997,0.11778595623748121,64.88428395004809,A
FUR-FU-10002937,Furniture,29,2699.056,93.07089655172413,2699.056,0.1174932521855107,65.0017772022336,A
FUR-TA-10002041,Furniture,20,2671.421,133.57104999999999,2671.421,0.11629026639190486,65.1180674686255,A
TEC-AC-10002253,Technology,16,2659.84,166.24,2659.84,0.11578613111143628,65.23385359973693,A
FUR-CH-10000422,Furniture,34,2647.809,77.87673529411765,2647.809,0.11526240677335517,65.34911600651029,A
TEC-PH-10004667,Technology,26,2645.804,101.76169230769231,2645.804,0.11517512663888149,65.46429113314917,A
OFF-SU-10003505,Office Supplies,24,2641.6079999999997,110.067,2641.6079999999997,0.1149924695594543,65.57928360270863,A
TEC-PH-10000526,Technology,32,2630.126,82.1914375,2630.126,0.1144926438716605,65.69377624658028,A
TEC-AC-10003911,Technology,18,2623.8360000000002,145.7686666666667,2623.8360000000002,0.1142188323774763,65.80799507895776,A
TEC-AC-10004171,Technology,29,2619.738,90.33579310344827,2619.738,0.11404044135948473,65.92203552031724,A
OFF-ST-10000060,Office Supplies,43,2612.196,60.74874418604651,2612.196,0.11371212875389851,66.03574764907114,A
TEC-PH-10001128,Technology,21,2609.826,124.27742857142857,2609.826,0.11360895971713912,66.14935660878828,A
FUR-CH-10002126,Furniture,15,2586.1879999999996,172.4125333333333,2586.1879999999996,0.11257996828637179,66.26193657707465,A
OFF-ST-10004186,Office Supplies,23,2552.54,110.98,2552.54,0.11111522915182326,66.37305180622647,A
FUR-TA-10002356,Furniture,15,2542.467,169.4978,2542.467,0.11067673897997626,66.48372854520645,A
TEC-MA-10002428,Technology,17,2541.8360000000002,149.51976470588238,2541.8360000000002,0.11064927076807958,66.59437781597452,A
TEC-MA-10003353,Technology,7,2519.958,359.994,2519.958,0.10969689431819687,66.70407471029272,A
OFF-ST-10004123,Office Supplies,30,2511.0480000000002,83.70160000000001,2511.0480000000002,0.10930903097746852,66.81338374127019,A
OFF-AP-10000891,Office Supplies,21,2491.28,118.63238095238096,2491.28,0.10844850544216908,66.92183224671236,A
OFF-AP-10004487,Office Supplies,36,2488.392,69.122,2488.392,0.10832278722353568,67.0301550339359,A
